SI,Course_ID,Course_Title,01_960_463_01,01_960_486_01,CALCULUS_1,CALCULUS_1_152,CS461_SPRING2023,CS462__INTRODUCTION_TO_DEEP_LEARNING,DATA_STRUCTURES,DMDS_DESCRIPTION,INTERMEDIATE_STAT_ANALYSIS_384:484,INTRODUCTION_TO_COMPUTER_SCIENCE,LINEAR_ALGEBRA,RUTGERS_NB_DATA_101_COURSE_DETAILS_AUG_16_2022,STATISTICS_II,STATISTICS_REPORT_01,STAT_METHODS_IN_BUS,SYLLABUS_-_DATA_IN_CONTEXT_-_FALL_2024_-_10516,SYLLABUS_FOR_2021SP_-_DISCRT_II_01_198_206
BU,MTH127,INTERMEDIATE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH130,Accelerated Precalculus,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH132,COLLEGE ALGEBRA FOR BUSINESS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH141,ELEMENTARY QUANTITATIVE METHODS FOR MANAGEMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH142,CALCULUS: TECHNIQUES AND APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH143,STATISTICS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH144,STATISTICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH145,APPLIED CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH201,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH211,STRUCTURES OF MATHEMATICS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH212,STRUCTURES OF MATHEMATICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH220,CALCULUS III AND ANALYTIC GEOMETRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH226,DISCRETE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH230,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH243,STATISTICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH280,BIOMETRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BU,MTH291,SPECIAL PROJECTS IN MATHEMATICS I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BU,MTH292,SPECIAL PROJECTS IN MATHEMATICS II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BU,MTH293,SPECIAL PROJECTS IN MATHEMATICS III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,CIS103,DATABASE MANAGEMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,CIS237,RELATIONAL DATABASE CONCEPTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,CIS238,DATABASE SECURITY AND PROTECTION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,CIS239,DATABASE ADMINISTRATION PRINCIPLES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,CIS241,RELATIONAL DATABASE MANAGEMENT I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,CIS242,RELATIONAL DATABASE MANAGEMENT II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,CIS243,RELATIONAL DATABASE MANAGEMENT III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,CIS245,DATABASE ADMINISTRATION USING ORACLE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,CIS246,DATABASE ADMINISTRATION USING ORACLE II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,DSC101,DATA SCIENCE I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,DSC102,DATA SCIENCE II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,DSC203,DATA SCIENCE III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,DSC230,STATISTICAL AND MACHINE LEARNING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,DSC250,DATA VISUALIZATION AND PRESENTATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,DSC280,DATA IN CONTEXT-A CAPSTONE EXPERIENCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,MTH090,USING THE TI-83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH100,ALGEBRAIC CONCEPTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH101,CONCEPTS OF MATH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH102,SURVEY OF MATH I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,MTH103,TOPICS IN MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH104,MATH FOR ANIMAL SCIENCE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH105,MATHEMATICAL SYSTEMS I: STRUCTURES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH106,MATHEMATICAL SYSTEMS II: GEOMETRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH107,MATH FOR LIBERAL ARTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH109,INTERMEDIATE ALGEBRA EXTENDED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH110,INTERMEDIATE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH111,INTRODUCTION TO STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH112,ELEMENTS OF STATISTICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH114,COLLEGE ALGEBRA FOR BUSINESS AND SOCIAL SCIENCE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH117,EXPLORATIONS IN MATHEMATICAL THOUGHT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH117H,HONORS EXPLORATION IN MATHEMATICAL THOUGHT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH120,COLLEGE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH120H,HONORS COLLEGE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH121,APPLIED FINITE MATH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH122,APPLIED CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH123,PRECALCULUS MATHEMATICS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH124,PRECALCULUS MATHEMATICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH125,ACCELERATED PRECALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH126,LINEAR SYS/ANAL GEOMETRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH127,UNIFIED CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH128,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH129,DISCRETE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH130,TRIGONOMETRY AND ANALYTIC GEOMETRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH132,STATISTICS FOR TECHNOLOGY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH134,BIOSTATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH140,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH140H,HONORS CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH145,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH150,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH171,STATISTICS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH172,STATISTICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH205,MATH SYSTEMS III: STRUCTURES III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH210,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH220,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH261,INTRODUCTION TO MATHEMATICAL MODELING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA,MTH262,PROBABILISTIC MODELS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS100,MICROCOMPUTER FUNDAMENTALS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS101,INTRODUCTION TO MICROCOMPUTERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS102,APPLICATIONS ON THE MICROCOMPUTER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS103,INTRODUCTION TO COMPUTER GRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS104,INTERMEDIATE BASIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS105,PROGRAMMING LOGIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS106,INTRODUCTION TO THE INTERNET,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS107,INTERNET VIA INTERNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS108,INTRODUCTION TO WEB PAGE DEVELOPMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS110,TECHNOLOGICAL LITERACY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS111,COMPUTER SCIENCE I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS112,COMPUTER SCIENCE II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS113,Introduction to Computers,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS114,Fundamentals of Programming,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS119,Spreadsheets - EXCEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS120,HELP DESK CUSTOMER SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS121,FORTRAN PROGRAMMING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS122,DATA STRUCTURES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS123,WEB SITE DEVELOPMENT I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS124,WEB SITE DEVELOPMENT II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS131,MICROCOMPUTER OPERATING SYSTEMS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS132,WEB PAGE DEVELOPMENT I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS133,WEB PAGE DEVELOPMENT II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS134,WEB PUBLISHING IN Â HTML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS135,UNIX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS136,E-COMMERCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS137,JAVA SCRIPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS138,CGI/PERL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS141,DERIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS151,DERIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS156,Web Development - HTML/CSS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS157,Advanced Web Development,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS170,PC SERVICES AND SUPPORT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS174,NETWORK ADMINISTRATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS175,CORE CLIENT OPERATING SYSTEM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS176,WINDOWS 95/98 ADMINISTRATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS180,ADVANCE NETWORK ADMINISTRATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS181,PROJECT MANAGEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS183,INTERNET DEVELOPMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS184,CORE TECHNOLOGIES AND ADMINISTRATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS203,ASSEMBLY LANGUAGE AND COMPUTER ORGANIZATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS207,Management Information Systems,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS209,MATH MICROCOMPUTERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS210,DATABASE MANAGEMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS211,Relational Databases,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS212,C++ PROGRAMMING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS213,COBOL PROGRAMMING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS214,RPG/400 PROGRAMMING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS215,VISUAL BASIC PROGRAMMING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS216,INTERMEDIATE JAVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS217,INTRODUCTION TO NETWORKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS218,WEB PAGE DYNAMICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS219,ELECTRONIC BUSINESS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS220,MARKETING ON THE INTERNET,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS221,C LANGUAGE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS222,INTRO TO ANDROID PROGRAMMING IN JAVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS224,IT Help Desk/Technical Support,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS225,SYSTEMS ANALYSIS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS226,NETWORK INFRASTRUCTURE IMPLEMENTATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS227,ACTIVE DIRECTORY DESIGN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS228,ACTIVE DIRECTORY DESIGN AND IMPLEMENTATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS229,LINUX INSTALLATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS230,NETWORK SECURITY DESIGN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS231,NETWORK INFRASTRUCTURE DESIGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS232,Data Structures and Algorithm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS233,ROUTING AND SWITCHING ESSENTIALS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS234,SCALING NETWORKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS235,CONNECTING NETWORKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS236,Cloud+,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS240,SECURITY+,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS241,COMPUTER FORENSICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS242,PRINCIPLES OF INFORMATION SECURITY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS243,WEB SECURITY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS256,Web Programming,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS264,Database Application Development,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS265,ETHICAL HACKING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS270,NETWORKING ESSENTIALS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS271,WINDOWS 2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS272,BUILDING INTRANETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS274,TECH SUPPORT NETWARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS275,CORE SERVER OPERATING SYSTEM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,CS276,NT SERVER AND ENTERPRISE IMPLEMENTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS278,IMPLEMENTATION OF TCP/IP WINDOWS NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS280,DESIGN AND IMPLEMENTATION NETWARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS282,MANAGING MS INTERNET INFO SERVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS284,SQL SERVER ADMINISTRATION AND IMPLEMENTATON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS286,BUILDING AN EFFECTIVE WEBSITE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,CS337,Applied Database Technology,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA103,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA104,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA115,MATHEMATICAL STRUCTURES AND ALGORITHMS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA121,PRE-CALCULUS MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA122,BUSINESS CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA125,CALCULUS FUNDAMENTALS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA130,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA140,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA201,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA205,STATISTICS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA206,STATISTICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA207,LINEAR ALGEBRA LAB FOR ENGINEERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU,MA208,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA210,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CU,MA212,Linear Algebra,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EX,CIS101,DATA ENTRY OPERATION I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,CIS102,DATA ENTRY OPERATION II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,CIS137,MICROCOMPUTER DATABASES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EX,CIS215,DATA COMMUNICATIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,CIS237,ADVANCED MICROCOMPUTER DATABASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EX,MTH086,INTRODUCTORY ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,MTH086T,INTRODUCTORY ALGEBRA TUTORIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,MTH087,INTRODUCTORY ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,MTH091S,Basic Skills for Statistics and Probability I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,MTH092,ELEMENTARY ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,MTH092T,ELEMENTARY ALGEBRA TUTORIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,MTH093,CONCEPTS OF ELEMENTARY ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EX,MTH093S,BASIC SKILLS FOR MODERN MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,MTH100,INTRODUCTORY COLLEGE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EX,MTH101,STATISTICS AND PROBABILITY I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EX,MTH102,STATISTICS AND PROBABILITY II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EX,MTH103,FUNDAMENTAL CONCEPTS OF MODERN MATHEMATICS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EX,MTH104,FUNDAMENTAL CONCEPTS MODERN MATH II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,MTH105,DATA PROCESSING MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX,MTH109,TECHNICAL MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EX,MTH110,TECHNICAL MATHEMATICS II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
